refSeqname	GeneName	pos	.Lgr5+_FPKM	Lgr5-_FPKM
NM_001195816	Pld5	chr1:177892436-178205443	0	0
NM_176916	Pld5	chr1:177892436-178205443	0	0
NM_029756	Sdccag8	chr1:178744942-178950563	1.78784	1.61937
NM_011785	Akt3	chr1:178952245-179178898	0	2.76106
NM_007422	Adss	chr1:179693308-179726640	18.1505	12.5278
NM_001034899	Gm16432	chr1:179921565-179978422	0	0
NM_001161665	Kif26b	chr1:180459255-180862988	0.922136	0.126026
NM_146105	Cnst	chr1:181476659-181557604	3.83087	7.47572
NM_001033285	Cdc42bpa	chr1:181891219-182126151	7.09465	3.82478
NM_001081175	Itpkb	chr1:182257099-182353790	3.49791	4.57284
NM_175186	Lin9	chr1:182571464-182620818	0.585708	0
NM_001103182	Lin9	chr1:182571464-182620818	2.77002	0
NM_145514	Wdr26	chr1:183103356-183142109	8.52798	11.2286
NM_001160211	Cnih3	chr1:183282758-183390772	0	0
NM_001160212	Cnih3	chr1:183282758-183390772	0	0
NM_028408	Cnih3	chr1:183282758-183390772	0	0
NM_133815	Lbr	chr1:183745445-183772532	6.60694	2.15431
NM_001083120	Enah	chr1:183834575-183950111	0	0
NM_001083121	Enah	chr1:183834575-183950111	0	0
NM_008680	Enah	chr1:183834575-183950111	0	0
NM_010135	Enah	chr1:183834575-183950111	0	0
NM_009794	Capn2	chr1:184397389-184447614	0.641923	6.01833
NM_144796	Susd4	chr1:184695036-184825785	0	1.05052
NM_022019	Dusp10	chr1:185858339-185899515	0.567213	2.50456
NM_145515	Mark1	chr1:186720302-186823428	0.584608	0
NM_001163754	Rab3gap2	chr1:187028046-187153280	4.57584	5.83886
NM_011794	Bpnt1	chr1:187156037-187181648	23.9771	56.9816
NM_009367	Tgfb2	chr1:188447064-188529871	0.268843	0.468871
NM_028848	Spata17	chr1:188872285-189039325	0	0
NM_029067	Spata17	chr1:188872285-189039325	0	0
NM_026367	Gpatch2	chr1:189039389-189175308	7.04029	3.25981
NM_011935	Esrrg	chr1:189821737-190038763	3.78683	0.911237
NM_021408	Ush2a	chr1:190086716-190788918	0	0
NM_001159850	Kcnk2	chr1:191031808-191168071	0	0
NM_010607	Kcnk2	chr1:191031808-191168071	0	0
NR_027627	Kcnk2	chr1:191031808-191168071	0	0
NM_001081363	Cenpf	chr1:191464492-191511965	8.74445	1.39289
NM_008976	Ptpn14	chr1:191552146-191700572	1.65574	0.307301
NM_178775	Rps6kc1	chr1:192596757-192735649	2.96372	1.27729
NM_144880	Ppp2r5a	chr1:193149843-193220920	5.35541	4.31391
NM_172266	Lpgat1	chr1:193541902-193608134	0.924465	2.42764
NM_001134829	Lpgat1	chr1:193541902-193608134	4.98825	28.1706
NR_030669	1700034H15Rik	chr1:193717950-193737126	3.04677	0.691619
NM_011633	Traf5	chr1:193821087-193916445	1.86935	0
NM_001038607	Kcnh1	chr1:194014753-194334040	0	0
NM_010600	Kcnh1	chr1:194014753-194334040	0	0
NM_144881	Hhat	chr1:194336709-194597413	1.4456	0
NM_181546	Syt14	chr1:194723500-194861892	0	0
NM_008484	Lamb3	chr1:195128187-195170072	4.83401	1.09217
NM_008882	Plxna2	chr1:196446022-196643062	13.3749	8.98173
NM_010778	Cd46	chr1:196868093-196918442	0	0
NM_007758	Cr2	chr1:196963004-197002909	0	0.629519
NM_011283	Rp1	chr1:4280926-4399322	0	0
NM_011441	Sox17	chr1:4481008-4486494	0	1.02083
NM_001177658	Mrpl15	chr1:4763278-4775807	4.60336	6.27053
NM_025300	Mrpl15	chr1:4763278-4775807	4.36101	10.3618
NR_033530	Mrpl15	chr1:4763278-4775807	0.0183184	0.297782
NM_008866	Lypla1	chr1:4797973-4836816	8.91066	35.1923
NM_001204371	Oprk1	chr1:5578573-5596214	0	0
NM_011011	Oprk1	chr1:5578573-5596214	0	0
NM_010342	Npbwr1	chr1:5903787-5907479	0	0
NM_009826	Rb1cc1	chr1:6204742-6266185	2.96256	6.08341
NM_001195732	Fam150a	chr1:6349411-6384812	0	0
NM_183028	Pcmtd1	chr1:7079000-7163709	1.24846	2.81618
NM_021511	Rrs1	chr1:9535488-9537536	4.14101	1.90032
NM_175236	Adhfe1	chr1:9538126-9621173	0	0.887521
NR_027664	Adhfe1	chr1:9538126-9621173	0	0.133846
NM_178399	3110035E14Rik	chr1:9538126-9621173	0	0.398529
NM_008651	Mybl1	chr1:9658915-9690290	0.859806	0
NM_173443	Vcpip1	chr1:9713277-9738463	4.75791	5.19409
NM_001037759	Sgk3	chr1:9788210-9892649	0.0821719	0.20241
NM_177722	6030422M02Rik	chr1:9898718-9931035	0	0
NR_024067	Snhg6	chr1:9932105-9934199	0	0
NR_004410	Snord87	chr1:9932105-9934199	0	0
NM_027033	Lrrc67	chr1:9958706-9999211	0	0
NM_013715	Cops5	chr1:10014911-10027979	12.5284	11.0135
NM_001102430	Arfgef1	chr1:10127587-10222751	22.3501	20.7803
NM_028173	Tram1	chr1:13554782-13579945	14.4513	15.1689
NM_001011873	Xkr9	chr1:13658851-13691804	0	9.39949
NR_004447	Gm5523	chr1:13775765-13777010	0.211273	0
NM_010827	Msc	chr1:14743428-14746047	0	0
NM_177781	Trpa1	chr1:14862728-14908943	0	0.89643
NM_009352	Terf1	chr1:15795738-15833510	5.4148	1.8771
NM_011291	Rpl7	chr1:16091375-16094514	66.5698	17.951
NM_025773	Ube2w	chr1:16559486-16609367	1.09269	6.66863
NM_026392	Tmem70	chr1:16655271-16668356	2.44186	0.980597
NM_027415	Tmem70	chr1:16655271-16668356	3.03295	1.11146
NM_001159711	Ly96	chr1:16678536-16699686	6.0204	10.238
NM_016923	Ly96	chr1:16678536-16699686	14.3418	19.1337
NR_037998	D030040B21Rik	chr1:16647632-16652359	0	0
NM_010267	Gdap1	chr1:17135453-17154351	0	0
NM_053191	Pi15	chr1:17591981-17621020	0	0.762361
NM_031402	Crispld1	chr1:17717497-17756288	0	0
NM_030033	Crisp4	chr1:18105271-18127132	0	0
NR_002879	Defb44-ps	chr1:18200133-18213645	0	0
NM_001039123	Defb18	chr1:18226553-18227524	0	0
NM_183124	Defb41	chr1:18241058-18255219	0	0
NM_001040027	Gm15386	chr1:18241058-18255219	0	0
NM_009334	Tcfap2b	chr1:19198994-19228815	0	0
NM_001025305	Tcfap2b	chr1:19198994-19228815	0	0
NR_029593	Mir206	chr1:20669090-20669163	0	0
NR_029902	Mir133b	chr1:20672849-20672968	0	0
NM_010552	Il17a	chr1:20720985-20724577	0	0
NM_145856	Il17f	chr1:20767229-20774351	0	0
NM_008563	Mcm3	chr1:20793094-20810294	26.2171	4.47627
NM_028829	Paqr8	chr1:20880702-20928837	0.661564	0
NM_133252	Tram2	chr1:20991458-21069290	3.8513	4.63477
NM_177409	Tram2	.	.	.
NM_029398	Tmem14a	chr1:21208711-21220248	0	0
NR_002858	Gm4956	chr1:21275326-21288393	0	0
NM_183322	Khdc1a	chr1:21339757-21342280	0	0
NM_001033904	Khdc1c	chr1:21358411-21359824	0	0
NM_001113187	Khdc1b	chr1:21373636-21376465	0	0
NM_025746	4933415F23Rik	chr1:23107312-23109092	0	0
NR_029533	Mir30a	chr1:23279107-23279178	0	0
NR_029717	Mir30c-2	chr1:23298539-23298623	0	0
NM_001081079	Ogfrl1	chr1:23373262-23390014	0	2.32562
NM_172124	B3gat2	chr1:23768764-23929128	0.27065	0.000431409
NM_026503	1110058L19Rik	chr1:24002777-24012479	0	0
NM_026604	Fam135a	chr1:24017596-24107180	8.63396	12.25
NM_001204913	LOC100504323	chr1:25124320-25886552	0	0
NM_001081080	Phf3	chr1:30859186-30920101	14.7917	14.0017
NM_011200	Ptp4a1	chr1:30997147-31006600	4.05987	10.1233
NR_002688	Gm13363	chr1:30997147-31006600	0.0118931	0.0133131
NR_033445	4931428L18Rik	chr1:31197922-31279501	0	0
NM_153601	Lgsn	chr1:31197922-31279501	0	0
NM_029062	4930521A18Rik	chr1:31279683-31281132	0	0
NR_015347	Gm4850	chr1:31321691-31324906	0	0
NM_001199956	Gm9839	chr1:32229650-32714583	0	0.0406238
NM_001164286	Gm5415	chr1:32229650-32714583	0	0
NR_033199	1700001G17Rik	chr1:33726668-33727557	0	0
NM_008999	Rab23	chr1:33776740-33799409	0.329584	0.192124
NM_001159729	Rab23	chr1:33776740-33799409	0.810091	0.668798
NM_145392	Bag2	chr1:33802328-33814595	2.85542	1.89933
NM_133817	Zfp451	chr1:33818597-33871272	1.36219	5.25653
NM_001161816	Gm15455	chr1:33892743-33895759	9.90993	1.7029
NM_027159	Ccdc115	chr1:34493514-34496517	12.4078	18.7971
NM_178601	Imp4	chr1:34496673-34502592	34.4656	16.2538
NM_011206	Ptpn18	chr1:34516590-34530624	11.5065	7.16027
NM_009355	Prss39	chr1:34555274-34559907	0	0
NM_007685	Cfc1	chr1:34592492-34601156	0	0
NM_009356	Prss40	chr1:34609176-34617788	0	0
NM_213727	Fam123c	chr1:34636537-34647789	0	0
NR_033627	AA619741	chr1:34690379-34693055	0	0
NM_001160235	Fam168b	chr1:34870062-34899895	2.07	0.0599461
NM_001160236	Fam168b	chr1:34870062-34899895	2.45509	1.69418
NM_174997	Fam168b	chr1:34870062-34899895	29.338	16.3258
NM_145516	Plekhb2	chr1:34906803-34936430	27.4474	109.698
NM_015818	Hs6st1	chr1:36125244-36163291	26.045	11.9661
NM_198899	Uggt1	chr1:36196872-36301147	15.4562	8.33925
NM_153408	Neurl3	chr1:36321446-36330270	46.974	39.4767
NM_001172205	Arid5a	chr1:36364577-36380874	0.219469	0.279319
NM_001172206	Arid5a	chr1:36364577-36380874	0.230451	0.279865
NM_145996	Arid5a	chr1:36364577-36380874	0.20825	0.133138
NR_033310	Arid5a	chr1:36364577-36380874	0.175128	0.974489
NM_172652	4632411B12Rik	chr1:36392574-36426026	20.4619	11.0507
NM_001013374	Lman2l	chr1:36480030-36502084	5.46998	10.1461
NM_033570	Cnnm4	chr1:36528441-36565621	27.9558	18.081
NM_153502	Ankrd23	chr1:36587378-36592574	4.43238	0.469673
NM_026241	Ankrd39	chr1:36595017-36604046	4.42756	1.28091
NM_001126047	Sema4c	chr1:36605486-36615226	3.11396	0.59111
NM_027957	Fam178b	chr1:36619540-36740028	0	0
NM_009942	Cox5b	chr1:36748331-36750233	29.4443	30.2097
NM_146107	Actr1b	chr1:36756046-36766770	17.9546	12.5992
NM_009918	Cnga3	chr1:37276105-37320229	0	0
NM_030266	Inpp4a	chr1:37356737-37467580	5.43218	5.02198
NM_172971	Inpp4a	chr1:37356737-37467580	1.37697	0.00571959
NM_026123	Unc50	chr1:37487016-37495969	2.40804	2.77885
NM_173870	Mgat4a	chr1:37496184-37593104	27.5144	31.6668
NR_024017	4930594C11Rik	chr1:37496184-37593104	5.64821	13.1148
NM_001037918	Lipt1	chr1:37929050-37933143	5.69674	2.58125
NM_026913	Mitd1	chr1:37935734-37947256	1.82033	2.63481
NM_027098	Mrpl30	chr1:37947397-37955178	7.12454	11.1562
NM_001033427	Lyg2	chr1:37962767-37973338	0	0
NM_172054	Txndc9	chr1:38040711-38054053	4.55302	8.36727
NM_198303	Eif5b	chr1:38054854-38186507	6.89276	4.50425
NM_001029878	Lonrf2	chr1:38851353-38878060	0	0
NM_001011684	Nms	chr1:38995993-39007121	0	0
NM_026850	Pdcl3	chr1:39044658-39054081	9.77894	17.5997
NM_053257	Rpl31	chr1:39424695-39535592	1.31569	0.286216
NM_028043	D1Bwg0212e	chr1:39592646-39603722	21.3936	18.3737
NR_028555	Snord89	chr1:39605591-39605685	0	0
NM_001033135	Rnf149	chr1:39608143-39634192	19.9821	2.84703
NM_170597	Creg2	chr1:39675250-39708027	0	0
NM_001145660	Rfx8	chr1:39722145-39777834	0	0
NM_001177348	Gm3646	chr1:39860985-39862177	0	0
NM_010555	Il1r2	chr1:40133056-40182070	0	0
NR_037980	LOC100047133	chr1:40133056-40182070	0	0
NM_133193	Il1rl2	chr1:40381471-40422316	0	0
NM_001161842	Il18r1	chr1:40522396-40557699	0	0.0592479
NM_001161843	Il18r1	chr1:40522396-40557699	0	7.73248
NM_008365	Il18r1	chr1:40522396-40557699	0	3.14994
NM_010553	Il18rap	chr1:40572206-40606142	0	1.42764
NM_177084	Slc9a4	chr1:40637071-40687576	0	0
NM_172499	Mfsd9	chr1:40828884-40847502	1.09479	2.29688
NM_008900	Pou3f3	chr1:42753990-42757054	0	0
NR_027891	2900092D14Rik	chr1:42757180-42760021	0	0
NM_023514	Mrps9	chr1:42908077-42962528	4.69919	0
NM_053107	Gpr45	chr1:43009716-43092294	0	0
NM_133818	AI597479	chr1:43155554-43172791	1.29187	2.34282
NM_010212	Fhl2	chr1:43179918-43220806	6.16647	4.55602
NM_024283	1500015O10Rik	chr1:43787446-43799409	0	0
NM_026430	Uxs1	chr1:43807075-43884553	6.70727	3.25411
NM_001013799	A530098C11Rik	chr1:44066252-44076851	0	0
NM_029368	1700029F09Rik	chr1:44143461-44159233	1.45442	2.90259
NM_144558	Bivm	chr1:44176812-44201616	1.92851	0.493639
NM_011729	Ercc5	chr1:44204588-44238105	0.888916	0.465602
NM_207281	4832428D23Rik	chr1:44260914-44275776	0	0
NM_009930	Col3a1	chr1:45368382-45406551	0	17.0084
NM_016917	Slc40a1	chr1:45964914-45982439	2.03936	49.1982
NM_001177356	Gm3852	chr1:46068391-46069108	0	0
NR_037690	Gm4776	chr1:46077259-46087282	0	0
NR_037691	Gm4776	chr1:46077259-46087282	0	0
NM_172653	Slc39a10	chr1:46864388-46910354	0.972318	1.74406
NM_138741	Sdpr	chr1:51345969-51359804	0	0
NM_028696	Obfc2a	chr1:51526331-51535243	0	7.53709
NM_011487	Stat4	chr1:52065087-52164028	0.815466	10.4766
NM_009283	Stat1	chr1:52176281-52218707	4.07757	16.5775
NM_001081081	Gls	chr1:52220293-52290076	14.2351	26.2177
NM_001113383	Gls	chr1:52220293-52290076	1.57871	3.47723
NM_008667	Nab1	chr1:52512692-52557292	6.59726	14.4398
NM_133829	Mfsd6	chr1:52713147-52784162	33.2362	25.3027
NM_178081	Mfsd6	chr1:52713147-52784162	0.0310147	0.0403061
NM_008384	Inpp1	chr1:52846263-52874532	2.33889	3.81004
NM_144953	1700019D03Rik	chr1:52981970-53009684	15.1823	21.217
NM_010834	Mstn	chr1:53118506-53124923	0	0
NM_027070	1700019A02Rik	chr1:53215420-53244461	0	0
NM_145517	Ormdl1	chr1:53353938-53367089	2.77012	1.89336
NM_028091	Osgepl1	chr1:53370506-53380908	2.70611	6.15592
NM_133728	Asnsd1	chr1:53401487-53409543	6.31537	10.8635
NR_037308	Mir1937b-5	chr1:53753288-53753411	0	0
NR_037303	Mir1937b-2	chr1:53753288-53753411	0	0
NR_037303	Mir1937b-2	chr6:133669474-133669593	0	0
NR_037307	Mir1937b-4	.	.	.
NM_133810	Stk17b	chr1:53812355-53842059	0.974045	8.16595
NM_001033194	Gtf3c3	chr1:54454424-54495815	2.97908	1.02379
NM_001163314	Pgap1	chr1:54537549-54614526	6.02059	5.10409
NM_001039710	Coq10b	chr1:55109613-55129546	1.14478	0
NM_026424	Coq10b	chr1:55109613-55129546	0.0585082	0
NM_010477	Hspd1	chr1:55134677-55144776	38.3258	15.6736
NM_008303	Hspe1	chr1:55144991-55148161	13.9414	7.87283
NM_025283	Mobkl3	chr1:55188088-55211743	4.84943	2.47421
NM_028713	Rftn2	chr1:55227003-55283626	0.485477	0.710529
NM_175439	Mars2	chr1:55294020-55296902	7.77408	3.901
NM_001113367	Boll	chr1:55356912-55420313	0	0
NM_029267	Boll	chr1:55356912-55420313	0	0
NM_027661	Hsfy2	chr1:56692892-56694295	0	0
NR_024325	9130024F11Rik	chr1:57028312-57032040	1.10712	0.554207
NR_024326	9130024F11Rik	chr1:57028312-57032040	0.170983	0.677453
NR_037990	BC055402	chr1:57257488-57271840	0	0
NM_028546	1700066M21Rik	chr1:57434463-57442266	1.53127	1.46779
NM_001037742	1110034B05Rik	chr1:57445087-57472802	0	4.45648
NR_004860	1110034B05Rik	chr1:57445087-57472802	0	0.204526
NM_001114102	1110034B05Rik	chr1:57445087-57472802	0	0
NM_001081181	9430016H08Rik	chr1:57445087-57472802	7.12595	3.86555
NR_037999	4930558J18Rik	chr1:57416065-57434388	0	0
NR_027630	Kctd18	chr1:58011944-58026928	0	0
NM_001159864	Kctd18	chr1:58011944-58026928	0	0
NM_001159865	Kctd18	chr1:58011944-58026928	0	0
NM_030211	Kctd18	chr1:58011944-58026928	1.1179	0
NM_009676	Aox1	chr1:58086812-58163254	0	0
NM_023631	Aox4	chr1:58267240-58325440	0	0
NM_001008419	Aox3l1	chr1:58335169-58436108	0	0
NM_001042634	Clk1	chr1:58468831-58480932	0.894342	0.334266
NR_027853	Clk1	chr1:58468831-58480932	5.31925	17.0655
NR_027854	Clk1	chr1:58468831-58480932	3.19109	10.3129
NM_027351	Ppil3	chr1:58487836-58502330	0	2.84937
NM_027374	Ppil3	chr1:58487836-58502330	1.11778	2.48863
NM_022988	Nif3l1	chr1:58504476-58519120	15.6793	5.84613
NM_008765	Orc2	chr1:58519614-58561763	3.00786	1.36997
NM_001025378	Orc2	chr1:58519614-58561763	1.27716	2.78117
NM_025597	Ndufb3	chr1:58643442-58652792	13.4718	6.89756
NM_009805	Cflar	chr1:58770129-58815726	0.651733	2.02034
NM_207653	Cflar	chr1:58770129-58815726	2.50408	7.14672
NM_009812	Casp8	chr1:58852217-58904347	41.1434	16.3549
NM_001080126	Casp8	chr1:58852217-58904347	33.0353	124.535
NM_172656	Stradb	chr1:59030414-59051965	5.94162	6.79239
NM_001033449	Als2cr4	chr1:59157436-59176940	0.368636	0
NM_001037812	Als2cr4	chr1:59157436-59176940	0.474717	0
NM_145143	Mpp4	chr1:59177778-59294075	0	0
NM_001164682	Mpp4	chr1:59177778-59294075	0	0.103445
NM_146109	Als2	chr1:59177778-59294075	1.21917	0.0514875
NM_008057	Fzd7	chr1:59538990-59543799	15.0532	3.60979
NM_009460	Sumo1	chr1:59696277-59727678	8.64852	18.9169
NM_018868	Nop58	chr1:59741849-59768354	21.3847	7.50296
NR_028554	Snord70	chr1:59741849-59768354	0	0
NR_028521	Snord11	chr1:59741849-59768354	0	0
NM_027407	Ica1l	chr1:60045911-60099931	1.43204	0
NM_021312	Wdr12	chr1:60133711-60207878	0.142597	0.239158
NM_001199061	Wdr12	chr1:60133711-60207878	2.70263	1.31234
NM_001199060	Wdr12	chr1:60133711-60207878	0.344071	0.0798348
NM_001198570	Abi2	chr1:60466462-60538007	0.429848	1.30387
NM_001198571	Abi2	chr1:60466462-60538007	0.0344514	0.050553
NM_198127	Abi2	chr1:60466462-60538007	0.947223	1.63918
NM_009843	Ctla4	chr1:60965868-60972674	0	0
NM_017480	Icos	chr1:61034757-61057164	0	3.73163
NM_001081436	Ino80d	chr1:63094374-63160841	4.0539	0.0235419
NM_001114609	Ino80d	chr1:63094374-63160841	16.4672	10.7846
NM_001160038	Ndufs1	chr1:63190165-63223396	1.81715	3.86128
NM_001160039	Ndufs1	chr1:63190165-63223396	1.90401	0.357836
NM_001160040	Ndufs1	chr1:63190165-63223396	1.90493	4.96772
NM_145518	Ndufs1	chr1:63190165-63223396	1.7954	2.50296
NM_018796	Eef1b2	chr1:63223404-63227060	85.8882	49.4028
NR_028558	Snora41	chr1:63223404-63227060	0	0
NM_146250	Gpr1	chr1:63229267-63260783	0	0
NM_028673	Zdbf2	chr1:63319842-63361149	0	0
NM_029696	Mdh1b	chr1:63745400-63776892	0	0
NM_172422	Fastkd2	chr1:63777198-63799959	2.67097	4.66879
NR_027824	Gm13749	chr1:64011300-64015573	0	0
NM_025964	Mettl21a	chr1:64653053-64663742	0.529113	0.929696
NR_038009	2810408I11Rik	chr1:64726442-64737233	3.63479	3.15511
NM_001042659	Fzd5	chr1:64777131-64784324	3.99673	15.1127
NM_022721	Fzd5	chr1:64777131-64784324	28.2952	2.01449
NM_027582	Akr1cl	chr1:65059659-65079322	0	0
NM_007777	Cryge	chr1:65095130-65097737	0	0
NM_007776	Crygd	chr1:65108411-65110014	0	0
NM_001082573	Crygc	chr1:65118105-65120095	0	0
NM_007775	Crygc	chr1:65118105-65120095	0	0
NM_144761	Crygb	chr1:65126800-65128841	0	0
NM_007774	Cryga	chr1:65146962-65149937	0	0
NM_175293	D630023F18Rik	chr1:65153886-65169767	0	0
NM_010497	Idh1	chr1:65205189-65233053	5.68034	37.8834
NM_001111320	Idh1	chr1:65205189-65233053	0.290055	0.141545
NM_027010	Crygf	chr1:65973095-65974878	0	0
NM_025683	Rpe	chr1:66747466-66864169	1.9912	9.20299
NM_007381	Acadl	chr1:66877426-66909841	14.4303	29.3837
NM_001190984	Lancl1	chr1:67047090-67085446	0.0576152	0.243667
NM_001190985	Lancl1	chr1:67047090-67085446	3.2297	0.479723
NM_021295	Lancl1	chr1:67047090-67085446	0.408578	0.219499
NM_007525	Bard1	chr1:71074108-71149546	6.28527	3.17097
NM_026195	Atic	chr1:71603729-71625977	69.3812	9.10544
NR_027658	Gm8883	chr1:71934685-71937778	0	0
NR_027659	Gm8883	chr1:71934685-71937778	0	0
NM_023523	Pecr	chr1:72305746-72330888	9.23418	5.70765
NM_175564	Tmem169	chr1:72330946-72349569	0	0
NM_009533	Xrcc5	chr1:72353994-72441527	2.7118	0.708603
NM_018817	Smarcal1	chr1:72629824-72683364	2.18647	1.65427
NM_009084	Rpl37a	chr1:72757833-72760387	24.4054	16.8903
NM_010518	Igfbp5	chr1:72904638-72921439	0	1.71471
NM_009407	Tnp1	chr1:73061648-73062473	0	0
NR_038001	1700027A15Rik	chr1:73062609-73072082	0	0
NR_038002	1700027A15Rik	chr1:73062609-73072082	0	0
NR_003202	Pinc	chr1:73437958-73454143	0	0
NM_009909	Cxcr2	chr1:74200567-74207820	0	0.444397
NM_178241	Cxcr1	chr1:74238359-74241205	0	0
NM_029711	Arpc2	chr1:74283123-74314787	82.9166	135.609
NM_174985	Gpbar1	chr1:74325173-74326163	0	0
NM_001190444	Aamp	chr1:74326413-74331312	0.636867	2.45401
NM_146110	Aamp	chr1:74326413-74331312	17.8299	9.27999
NM_025580	Pnkd	chr1:74331607-74400266	2.67932	1.89015
NM_001039509	Pnkd	chr1:74331607-74400266	11.3608	0.387628
NM_027154	Tmbim1	chr1:74331607-74400266	12.6864	5.98805
NM_019999	Pnkd	chr1:74331607-74400266	0.00154176	4.12652
NM_001033345	Gm216	chr1:74408681-74415895	0	0
NM_013612	Slc11a1	chr1:74421776-74432625	0	5.31929
NM_153088	Ctdsp1	chr1:74438182-74443859	69.0674	89.5196
NR_029743	Mir26b	chr1:74438182-74443859	0	0
NM_009509	Vil1	chr1:74455957-74634602	96.3085	217.515
NM_021383	Rqcd1	chr1:74455957-74634602	33.3051	12.9731
NM_001081456	Plcd4	chr1:74455957-74634602	0	0
NM_148937	Plcd4	chr1:74455957-74634602	0	0
NM_029888	Zfp142	chr1:74455957-74634602	11.9448	3.91859
NM_025784	Bcs1l	chr1:74634934-74639017	10.4108	5.60473
NM_021313	Rnf25	chr1:74640325-74647971	43.1005	19.2684
NM_175031	Stk36	chr1:74648028-74683467	0	0
NM_024264	Cyp27a1	chr1:74760147-74784464	2.60166	10.7143
NM_153744	Prkag3	chr1:74785495-74795529	0	0
NM_009526	Wnt6	chr1:74818465-74831893	0	0
NM_009872	Cdk5r2	chr1:74901602-74904306	0	0
NM_153111	Fev	chr1:74928082-74931982	9.9726	1.53276
NM_021541	Cryba2	chr1:74936517-74939709	1.94567	0
NR_029876	Mir375	chr1:74947231-74947295	0	0
NM_010544	Ihh	chr1:74991891-74998225	19.8733	19.8456
NM_194333	Slc23a3	chr1:75122115-75130464	1.31705	0
NM_026977	1810031K17Rik	chr1:75131788-75138942	8.94059	4.49795
NM_170755	Fam134a	chr1:75139359-75144483	16.967	12.598
NM_001159905	Zfand2b	chr1:75165219-75168200	5.26977	3.32047
NM_001159906	Zfand2b	chr1:75165219-75168200	6.96463	2.99115
NM_026846	Zfand2b	chr1:75165219-75168200	0.472699	0.24368
NM_023732	Abcb6	chr1:75168214-75176857	4.93082	2.05837
NM_001003917	Atg9a	chr1:75177439-75188497	12.2212	17.0218
NM_026187	Ankzf1	chr1:75188708-75207353	5.73911	6.0678
NM_029010	Glb1l	chr1:75188708-75207353	0.896689	0.33701
NM_011494	Stk16	chr1:75207403-75215828	18.2291	11.6437
NM_009447	Tuba4a	chr1:75207403-75215828	150.721	91.4082
NM_008985	Ptprn	chr1:75243615-75260783	0.469076	0
NM_009049	Resp18	chr1:75268776-75274955	0	0
NM_016878	Dnpep	chr1:75305139-75314212	13.8898	24.4763
NM_001110831	Dnpep	chr1:75305139-75314212	0.0329097	0.00828105
NM_010043	Des	chr1:75356918-75364290	0	0.712807
NM_007463	Speg	chr1:75371871-75428881	0	0.0209601
NM_001085371	Speg	chr1:75371871-75428881	0	0
NM_001085370	Speg	chr1:75371871-75428881	0	0.158587
NM_001173477	Speg	chr1:75371871-75428881	0	0
NM_133708	Gmppa	chr1:75432517-75439751	29.945	36.1167
NM_183022	Accn4	chr1:75447084-75470915	0	0
NM_001001565	Chpf	chr1:75471143-75476046	0.0327782	0.0889152
NM_001001566	Chpf	chr1:75471143-75476046	4.10063	2.09024
NM_177056	Tmem198	chr1:75476106-75482268	0.766657	0
NM_010564	Inha	chr1:75503651-75506929	6.60505	0
NM_027886	Stk11ip	chr1:75518103-75533910	4.53393	3.31846
NM_009208	Slc4a3	chr1:75542840-75556006	0	0
NR_038012	LOC620079	chr1:76485707-76498603	0	0
NR_038013	LOC620079	chr1:76485707-76498603	0	0
NM_011811	Farsb	chr1:78421410-78485421	49.654	30.9693
NM_001001981	Utp14b	chr1:78654399-78704318	4.76347	0.110639
NM_001033606	Acsl3	chr1:78654399-78704318	0.0512811	2.27168
NM_001136222	Acsl3	chr1:78654399-78704318	0.053607	0.0192485
NM_028817	Acsl3	chr1:78654399-78704318	3.27725	3.04313
NM_001136226	Utp14b	chr1:78654399-78704318	0.0444212	2.54637
NM_021342	Kcne4	chr1:78813523-78816600	0	0
NM_009129	Scg2	chr1:79431243-79436665	1.24049	1.07559
NM_183027	Ap1s3	chr1:79603450-79668547	2.42669	10.7507
NM_001111279	Wdfy1	chr1:79698836-79758344	0.570324	1.61382
NM_027057	Wdfy1	chr1:79698836-79758344	1.15208	1.00167
NM_001081210	Mrpl44	chr1:79772592-79778020	3.39674	1.98467
NM_173425	Fam124b	chr1:80195273-80210519	0	0
NM_016716	Cul3	chr1:80263392-80337005	16.7822	20.9925
